Genus,Species,tmax_metric,tmax_acc,tmax_acc_days,tmax_acc_type,tmax_col_time_if_field_fresh,tmax,lat_max,long_max,no_NicheMapR_data,altitude,Phylum,Class,Order,Family,Realm,REF_max,citation_details_or_paper_in_which_data_were_compiled,notes.2017,NM_1cm_airshade,NM_2m_airshade,NM_exposed_bodytemp,NM_exposed_air,NM_exposed_body_wet,NM_shade_body_wet,NMGHCND_2m_airshade,NMGHCND_exposed_Te,NMGHCND_exposed_Te_wet,NMGHCND_2m_airshade95,NMGHCND_exposed_Te95,NMGHCND_exposed_Te_wet95,NMGHCND_shade_Te_wet,NMGHCND_shade_Te_wet95
Kuhlia,sandvicensis,crit,30,12,lab,,40.3,21.3,-158,,0,Chordata,Actinopterygii,Perciformes,Kuhliidae,Marine,Sylvester et al 1975,J. Fish Biol. (1975) 7 257-262,Could not find previous record with LTs (Tester and Takata) but I found this paper with the same species; and2 other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mugil,cephalus,crit,30,12,lab,,41.8,21.3,-158,,0,Chordata,Actinopterygii,Mugiliformes _ã_ Mugilidae _ã_ Moolgarda,Mugilidae,Marine,Sylvester et al 1975,J. Fish Biol. (1975) 7 257-262,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boreogadus,saida,leth,1.75,90,field_fresh,summer and autumn,15,71,-156.47,,0,Chordata,Actinopterygii,Gadiformes,Gadidae,Marine,Scholander_et_al_1953,Sunday_et_al_PRSB_2011,removed tmin - artificial as far as I can tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gammarus,locusta,leth,1.75,90,field_fresh,,25.02,71,-156.47,,0,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Marine,Scholander_et_al_1953,Sunday_et_al_PRSB_2011,removed tmin - artificial as far as I can tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,quadricornis_hexacornis,leth,12,90,field_fresh,summer and autumn,25,71,-156.47,,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Marine,Scholander_et_al_1953,Sunday_et_al_PRSB_2011,removed tmin - artificial as far as I can tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudalibrotus,litoralis,leth,1.75,90,field_fresh,,25,71,-156.47,,0,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Marine,Scholander_et_al_1953,Sunday_et_al_PRSB_2011,removed tmin - artificial as far as I can tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charina,bottae,crit,14,NA,,,38,44.58,-123.26,,70,Chordata,Reptilia,Squamata,Boidae,Terrestrial,Brattstrom_1965,Sunday_et_al_PNAS_2014,,27.79916573,26.91525269,49.29927063,39.18560028,30.05421638,18.50606918,38.30709839,58.5223465,35.53827667,23.1012146,41.83595276,24.36787462,28.69658279,17.56563406
Ascidia,ceratodes,leth,13,90,field_fresh,,24.3,38.33,-123.06,,0,Chordata,Ascidiacea,Enterogona,Ascidiidae,Marine,Zerebecki_and_Sorte_2011,10.1371/journal.pone.0014806,added acclimation based on the range of daily temps reported for Bodega Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bugula,californica,leth,13,90,field_fresh,,24.5,38.33,-123.06,,0,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Marine,Zerebecki_and_Sorte_2011,10.1371/journal.pone.0014806,added acclimation based on the range of daily temps reported for Bodega Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Distaplia,occidentalis,leth,13,90,field_fresh,,21.9,38.33,-123.06,,0,Chordata,Ascidiacea,Enterogona,Clavelinidae,Marine,Zerebecki_and_Sorte_2011,10.1371/journal.pone.0014806,added acclimation based on the range of daily temps reported for Bodega Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana,boyleri,crit,30,NA,,,34,39.72,-122.81,,914.4,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,28.64794731,27.80828857,60.35020828,40.75476456,41.43381119,19.132658,38.33618164,60.46933746,34.25086975,23.96014557,45.02324715,23.81676683,26.34022713,16.69620152
Metacarcinus,magister,leth,17.5,15,lab,,33.5,48.68,-122.5,,0,Arthropoda,Malacostraca,Decapoda,Cancridae,Marine,Prentice_and_Schneider_1979,Comparative_Biochemical_Physiology_63A_591-597,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thamnophis,ordinoides,crit,32,NA,,,38.3,45.5,-122.5,,200,Chordata,Reptilia,Squamata,Colubridae,Terrestrial,Stewart_1965,Sunday_et_al_PNAS_2014,,27.3002243,26.44573975,48.13409042,38.24885559,29.51032639,17.85992241,38.3026123,58.09041595,35.12766647,23.16874695,41.22229366,23.85852327,27.88616562,17.28721094
Thamnophis,sirtalis_concinnus,crit,32,NA,,,39.2,45.5,-122.5,,200,Chordata,Reptilia,Squamata,Colubridae,Terrestrial,Stewart_1965,Sunday_et_al_PNAS_2014,,27.3002243,26.44573975,48.13409042,38.24885559,29.51032639,17.85992241,38.3026123,58.09041595,35.12766647,23.16874695,41.22229366,23.85852327,27.88616562,17.28721094
Rana,pretiosa,crit,30,NA,,,34.8,51,-121.5,,609.6,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,25.40097809,24.26330566,54.47369766,38.11333847,38.66842651,16.94704247,37.02978516,59.20145416,34.23803711,20.53106689,40.44052811,22.45770245,26.13446999,14.7591805
Sceloporus,occidentalis,crit,NA,NA,,,44.1,45.75,-121.2,,300,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,29.11901474,28.64215088,49.46910095,39.93458939,28.72314453,17.81296921,42.33581543,61.31204605,35.12070465,24.40563965,41.25910225,23.10817118,28.06602669,16.82275639
Girella,nigricans,leth,28,NA,,,31.4,34,-120.8,,0,Chordata,Actinopterygii,Perciformes,Kyphosidae,Marine,Doudoroff_1942_in_Brett_1970,Sunday_et_al_PRSB_2011,acclimation not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana,cascadae,crit,30,NA,,,33.6,40,-120.8,,2133.6,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,28.97030449,28.19067383,62.6711731,42.31194687,41.73727417,17.62236595,37.77978516,61.75774002,32.3884201,23.58535461,46.38083897,22.96408615,23.23363113,14.8713016
Takydromus,septentrionalis,crit,35,NA,,,44.5,28.47,119.92,,0,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Yang_et_al_2009,Sunday_et_al_PRSB_2011,,35.50475693,34.70721436,57.30993652,47.62780762,36.00363922,28.4149456,41.14788818,60.92345428,37.78711319,31.14135742,49.1449358,31.12906895,34.33268356,27.02705774
Plestiodon,gilberti,crit,20,NA,,,42.3,37,-119.7,,600,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Youssef_et_al_2008,Sunday_et_al_PRSB_2011,,38.58272171,37.17510986,65.88249207,53.29841614,35.02882004,22.77495193,44.56707764,71.38309479,37.18527603,32.95708771,57.89603825,31.21242104,29.37534714,22.19805279
Bufo,canorus,crit,30,NA,,,38,38,-119.3,,2743.2,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,22.6842804,21.74133301,55.94309998,35.27646255,36.35499191,12.97870827,30.02035522,54.16328812,28.10870171,17.48186035,40.62104321,18.89875708,17.92904282,10.24723382
Elgaria,multicarinatus_webbi,crit,21.4,NA,,,41.4,34.3,-119.23,,NA,Chordata,Reptilia,Squamata,Anguidae,Terrestrial,Cunningham_1966,Sunday_et_al_PRSB_2011,,28.312006,26.91278076,54.08740997,42.29381943,32.33439255,19.72285652,41.24603271,64.99217987,37.24558258,24.64605713,47.86477146,28.30958843,32.05548859,19.12740135
Chrysomela,aeneicollis,crit,25,NA,,,39,37.18,-118.28,,3200,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Terrestrial,Neargarder_2003,Sunday_et_al_PNAS_2014,,35.11680603,34.02496338,59.47552872,47.75297546,30.35815239,18.80897141,40.60211182,64.09355927,32.30772018,28.94543457,51.66522827,24.8518136,23.52055931,17.45122147
Bufo,exsul,crit,30,NA,,,37.1,38,-118,,1524,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,35.07441711,33.94259644,66.68697357,47.42214966,41.40056229,20.53450203,41.3215332,64.47251892,32.63294601,28.63049316,51.17403164,24.15424643,23.47888374,16.98050032
Xantusia,riversiana,crit,28,NA,,,39,32.90778,-118.497394,,250,Chordata,Reptilia,Squamata,Xantusiidae,Terrestrial,Mautz_et_al._1992,Sunday_et_al_PRSB_2011,,23.42054749,21.80822754,48.88547897,36.63957214,31.10400581,17.57891083,34.29827881,57.24211884,36.4139061,20.60305786,43.51916027,26.22289124,28.67446518,17.67333469
Pseudacris,regilla,crit,30,NA,,,36.6,34,-117.7,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,32.61484528,31.3145752,64.55817413,45.63774872,41.97113037,23.67141533,41.71777344,64.35070038,36.5994072,27.89877014,50.48019218,29.54455013,31.48863029,21.14498749
Atherinops,affinis,leth,20,28,,,31.7,33,-117.5,,0,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Marine,Doudoroff_1945_in_Brett_1970,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fundulus,parvipinnis,leth,28,60,,,36.5,33,-117.5,,0,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Marine,Doudoroff_1945_in_Brett_1970,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sceloporus,graciosus,crit,NA,NA,,,44.7,33.91666667,-117.4,,230,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,34.65055466,33.51000977,57.87712479,47.0682373,33.79853058,23.38111115,42.74380493,65.3095932,36.64358139,29.82483063,50.86109619,29.75706453,31.17054176,22.15105095
Xantusia,vigilis,crit,NA,NA,,,41.6,33.91666667,-117.4,,50,Chordata,Reptilia,Squamata,Xantusiidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,34.65055466,33.51000977,57.87712479,47.0682373,33.79853058,23.38111115,42.74380493,65.3095932,36.64358139,29.82483063,50.86109619,29.75706453,31.17054176,22.15105095
Ambystoma,macrodactylum,crit,20,NA,,,34.4,45.5,-117.22,,2470,Chordata,Amphibia,Caudata,Ambystomatidae,Terrestrial,Howard_1983,Sunday_et_al_PNAS_2014,,28.32692528,27.91201782,57.48251724,39.46073532,39.83395767,16.85315895,39.26977539,59.39472198,31.57012939,22.63378906,40.80047035,20.92061491,23.53552628,13.91929245
Bufo,boreas,crit,30,NA,,,36.5,34.12,-116.82,,2743.2,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,30.80490494,29.71942139,61.82200241,42.69947052,41.62045288,20.47530937,36.88861084,59.19116211,32.89390182,24.90374756,47.23265133,23.92344122,24.68742371,17.05497942
Hyla,regilla,crit,30,NA,,,37.7,34.12,-116.82,,2743.2,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,30.80490494,29.71942139,61.82200241,42.69947052,41.62045288,20.47530937,36.88861084,59.19116211,32.89390182,24.90374756,47.23265133,23.92344122,24.68742371,17.05497942
Bufo,nelsoni,crit,30,NA,,,36.2,36.91,-116.76,,1524,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,39.36262512,38.17132568,70.06764984,51.23931122,41.51916885,23.41522026,46.52770996,69.1789093,34.81974411,33.21673584,55.21006718,27.37762909,26.77767181,19.83107281
Taricha,torosa,leth,30,NA,,,38,32.97,-116.74,,146,Chordata,Amphibia,Caudata,Salamandridae,Terrestrial,McFarland_1955,Sunday_et_al_PNAS_2014,,31.97460747,30.83630371,61.92667007,43.70150375,41.70372391,23.55032349,39.69287109,61.53189087,36.35430908,28.092836,48.73755341,28.87880306,30.30859375,21.49609461
Pseudacris,cadaverina,crit,30,NA,,,36.8,34,-116.7,,609.6,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,35.67339325,34.61923218,65.849617,47.43443298,42.30135727,24.56222916,42.5869751,64.73175049,35.90189743,30.08819122,51.51214981,28.77026768,29.77624893,21.36222
Cnemidophorus,tigris,crit,NA,NA,,,45.1,43,-116.2,,300,Chordata,Reptilia,Squamata,Teiidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,34.61141968,33.66326904,57.97340775,46.73783112,30.28308296,18.49983406,43.29156494,65.55666351,33.77514648,27.86346436,48.11853638,24.05131168,25.53026772,17.33117771
Dipsosaurus,dorsalis,crit,38,NA,,,47.5,33.8,-115.5,,NA,Chordata,Reptilia,Squamata,Iguania,Terrestrial,Bennett_1980,Sunday_et_al_PRSB_2011,,42.52000046,41.33239746,64.29529572,53.96553802,35.69039154,26.58947563,49.1781311,70.69548798,37.50189972,37.4083252,59.09766312,32.27518959,32.72395706,25.07876759
Pogonomyrmex,californicus,crit,40,NA,,,51.78,36.17,-115.14,,620,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Lighton_Turner_2004,Sunday_et_al_PNAS_2014,,41.51052094,40.36129761,61.93888092,51.97471237,31.87342453,21.94794464,47.35583496,67.58518982,34.30479813,35.99139404,55.86690979,27.51311007,26.30463409,20.48926449
Pogonomyrmex,rugosus,crit,40,NA,,,51.59,36.17,-115.14,,620,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Lighton_Turner_2004,Sunday_et_al_PNAS_2014,,41.51052094,40.36129761,61.93888092,51.97471237,31.87342453,21.94794464,47.35583496,67.58518982,34.30479813,35.99139404,55.86690979,27.51311007,26.30463409,20.48926449
Bufo,alvarius,crit,30,NA,,,39.9,31,-112,,304.8,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,40.08634949,38.81552124,72.93157959,53.83617401,42.32862473,27.01772118,47.59613037,72.77818298,36.77436066,35.50732422,59.3584198,31.89301157,32.18283081,24.10544033
Bufo,cognatus,crit,30,NA,,,41.3,31,-112,,304.8,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,40.08634949,38.81552124,72.93157959,53.83617401,42.32862473,27.01772118,47.59613037,72.77818298,36.77436066,35.50732422,59.3584198,31.89301157,32.18283081,24.10544033
Leptodactylus,melanotus,crit,30,NA,,,39.8,30,-110.7,,304.8,Chordata,Amphibia,Anura,Leptodactylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,36.9716835,35.54650879,70.86120605,51.68643951,42.0218811,24.47213936,43.21453857,69.23954773,36.07321167,32.54563446,57.23224239,30.60279846,29.91121292,22.20500135
Spea,hammondi,crit,30,NA,,,40.3,30,-110.3,,304.8,Chordata,Amphibia,Anura,Scaphiopodidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,38.34720993,36.81640625,71.70690155,52.84358215,41.87958527,25.40756798,44.5145874,70.43228149,36.25197983,33.72406616,58.12117691,31.39693022,30.90795898,23.292593
Bufo,debilis,crit,30,NA,,,40.1,27,-109.7,,304.8,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,38.10794067,36.06311035,73.03210449,54.01509857,42.77097702,28.77634621,43.52252197,71.73383331,38.80866623,34.63717804,61.7574213,33.21657257,34.28238678,27.10781164
Bufo,mazatlanensis,crit,30,NA,,,39.9,27,-109.7,,304.8,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,38.10794067,36.06311035,73.03210449,54.01509857,42.77097702,28.77634621,43.52252197,71.73383331,38.80866623,34.63717804,61.7574213,33.21657257,34.28238678,27.10781164
Pternohyla,fodiens,crit,30,NA,,,39.5,28,-109.7,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,39.86964417,38.21887207,73.26876831,55.21535873,42.43109131,28.49263,46.0269165,72.49959564,40.04005051,35.82958984,60.54055309,32.46931629,34.05576324,26.57619085
Urosaurus,ornatus,crit,30,NA,,,43.3,31.86,-109.15,,1690,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,Smith_1994,Sunday_et_al_PNAS_2014,,35.67486954,34.52963257,60.79705048,49.00212097,31.90392685,21.41095352,41.92626953,66.03916168,34.68836594,30.44329834,54.0242321,28.057201,26.86745644,19.81955976
Taeniopoda,eques,crit,30,NA,,,45.2,31.91,-109.14,,1450,Arthropoda,Insecta,Orthoptera,Romaleidae,Terrestrial,Whitman_1987,Sunday_et_al_PNAS_2014,,35.67483521,34.52963257,60.79433823,49.00027466,31.91296577,21.41112137,41.92626953,66.03660583,34.53451157,30.44403076,54.01765842,28.04431067,26.91747475,19.81981125
Myrmecocystus,depilis,crit,24,NA,,,47.4,36.68,-108.31,,1191,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Kay_1978,Sunday_et_al_PNAS_2014,,34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,40.57952881,61.68981934,32.40099335,29.30122528,49.86247559,24.07902374,24.85678101,17.76209631
Myrmecocystus,mexican,crit,24,NA,,,44.2,36.68,-108.31,,1191,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Kay_1978,Sunday_et_al_PNAS_2014,,34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,40.57952881,61.68981934,32.40099335,29.30122528,49.86247559,24.07902374,24.85678101,17.76209631
Myrmecocystus,mimicu,crit,24,NA,,,47.7,36.68,-108.31,,1191,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Kay_1978,Sunday_et_al_PNAS_2014,,34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,40.57952881,61.68981934,32.40099335,29.30122528,49.86247559,24.07902374,24.85678101,17.76209631
Myrmecocystus,romainei,crit,24,NA,,,46.1,36.68,-108.31,,1191,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Kay_1978,Sunday_et_al_PNAS_2014,,34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,40.57952881,61.68981934,32.40099335,29.30122528,49.86247559,24.07902374,24.85678101,17.76209631
Pachymedusa,dacnicolor,crit,8,NA,,,28.8,24,-106.9,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,36.50143051,34.80395508,68.8753891,50.90053177,41.77707291,28.73149681,42.92059326,67.94121552,38.95654678,34.67956696,58.30975838,33.37472572,35.12966537,28.79337807
Smilisca,baudini,crit,30,NA,,,40.4,30,-106.9,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,36.23390198,35.21765137,67.87319183,49.52244568,41.79747772,22.8658123,43.8425293,67.29308319,34.82769012,31.27390137,54.41910839,28.32457485,27.86816788,20.27754431
Formica,perpilosa,crit,25,NA,,,45.2,35.65,-106.77,,1500,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Schumacher_1974,Sunday_et_al_PNAS_2014,,32.87584686,32.01879883,53.77226639,43.49163818,29.00490379,19.02292633,39.29711914,59.37099457,31.63144875,27.72431641,48.06230984,23.64108,24.43459129,17.1556797
Trachymyrmex,smithi_neomexicanus,crit,25,NA,,,36.7,35.65,-106.77,,1000,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Schumacher_1974,Sunday_et_al_PNAS_2014,,32.87584686,32.01879883,53.77226639,43.49163818,29.00490379,19.02292633,39.29711914,59.37099457,31.63144875,27.72431641,48.06230984,23.64108,24.43459129,17.1556797
Phrynosoma,cornutum,crit,30,NA,,,47.91,32.27,-106.75,,1100,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,Prieto_1971,Sunday_et_al_PNAS_2014,,36.19846725,34.97924805,60.52833557,49.03742218,31.97767258,21.68603325,42.70666504,66.37893677,34.49876785,31.19723511,54.35211754,28.29552126,26.94547081,20.25800552
Pseudacris,triseriata,crit,20,NA,,,38.1,40.6,-105.83,,3040,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Miller_1974,Sunday_et_al_PNAS_2014,,22.02981377,21.73571777,48.81709671,31.72709465,32.95859909,12.86193562,30.74771118,48.65219879,23.47283363,16.93600006,34.74834614,16.60963774,18.23543739,9.516423941
Phrynosoma,douglassii,crit,30,NA,,,43.5,32.87,-105.81,,2600,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,Prieto_1971,Sunday_et_al_PNAS_2014,,25.6174202,24.70428467,48.80418015,37.26760483,22.57503128,13.99768639,32.36425781,54.57678604,28.16574669,21.19021606,43.24950047,20.58391914,19.58750343,12.64343934
Uta,stansburiana,crit,25,NA,,,43.7,40.56,-105.59,,1658,Chordata,Reptilia,Squamata,Iguania,Terrestrial,Waldschmidt_1983,Sunday_et_al_PRSB_2011,,22.79597092,22.42108154,42.44636536,32.51755524,19.7215271,12.00794601,31.44769287,49.4252739,24.0787468,17.70397949,35.50832081,17.20851974,18.9163475,10.23258328
Phyllomedusa,dacnicolor,crit,5,NA,,,28.8,20.758,-105.28,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,35.25701523,34.07666016,69.72534943,50.87874985,40.50730896,28.50335312,43.4788208,71.16867065,39.57979202,33.93057098,58.09720879,33.24943047,35.76543808,28.22780142
Tlalocohyla,smithi,crit,30,NA,,,42.5,22,-104.8,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,34.28532028,32.83303833,68.30250549,49.30170441,41.25656891,26.17919159,43.37884521,69.36968231,38.58319473,31.62591553,55.13129196,33.91717319,33.58420563,25.91139574
Sceloporus,merriami,crit,NA,NA,,,41.5,29.2,-103,,NA,Chordata,Reptilia,Squamata,Iguania,Terrestrial,Huey_unpubl._data,Sunday_et_al_PRSB_2011,This entry is from the supplementary data table in Huey et al. 2009; acclimation temp is not provided.,37.58489227,36.42926025,58.95781708,48.90475464,33.48254395,24.38227081,43.79272461,64.29872894,35.99393845,33.98315887,54.18330517,30.61216421,30.08832741,23.88501835
Eurycea,nana,crit,20,NA,,,37.2,29.9,-98,,190,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Berkhouse_1995,Sunday_et_al_PNAS_2014,,36.54633331,35.57861328,64.14761353,47.47170639,40.97494125,27.38243675,43.29016113,61.85596848,37.36587524,32.25726318,50.82274723,31.85924988,33.52282715,25.51122656
Bufo,marmoreus,crit,36,NA,,,40.2,17,-96.7,,304.8,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,31.90439987,31.23321533,61.1807785,44.11250687,40.7587471,21.1406002,43.4390564,64.66491699,35.22045135,29.42205353,49.85885735,27.95340261,28.43534279,20.27688475
Eurycea,longicauda,crit,15,NA,,,37.6,36.11,-94.33,,377,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Sealander_1969,Sunday_et_al_PNAS_2014,,33.2963562,32.46484375,62.26568604,45.19805908,41.10251617,25.26865578,42.37298584,63.50680923,37.19604492,29.03143311,47.93250332,29.99211206,32.74415588,23.24151821
Eurycea,lucifuga,crit,15,NA,,,37.2,36.11,-94.33,,377,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Sealander_1969,Sunday_et_al_PNAS_2014,,33.2963562,32.46484375,62.26568604,45.19805908,41.10251617,25.26865578,42.37298584,63.50680923,37.19604492,29.03143311,47.93250332,29.99211206,32.74415588,23.24151821
Hyla,walkeri,crit,26,NA,,,38.1,16.75,-92.63,,2255.52,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,23.2365799,22.50521851,52.45411682,34.9498024,35.9982605,16.25327873,27.94650269,49.91520309,28.45328712,20.67750244,42.10036201,22.7000495,20.85258484,15.5438098
Ambystoma,maculatum,crit,15,NA,,,38.5,35.55,-91.62,,184,Chordata,Amphibia,Caudata,Ambystomatidae,Terrestrial,Sealander_1969,Sunday_et_al_PNAS_2014,,34.47205734,33.26953125,63.28142548,46.29003525,40.93312836,26.32103729,42.35131836,64.04011536,37.82360458,30.09490967,49.97969437,31.26782732,33.22288513,24.34615993
Bufo,canaliferus,crit,26,NA,,,37.3,14.58,-90.53,,914.4,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,27.89772224,25.81869507,66.54696655,45.35458755,43.32699585,20.03266525,31.54650879,62.44787979,35.00032043,23.86187744,53.39006271,30.36557245,24.85494614,19.48299065
Eurycea,multiplicata,crit,15,NA,,,37.5,36.1,-90.36,,426.7,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Sealander_1969,Sunday_et_al_PNAS_2014,,34.39567184,33.25683594,62.30710983,45.80857086,40.69491196,26.26759911,41.51251221,61.58162308,36.88834,30.31113739,49.22948551,30.9749588,32.65619659,24.34484224
Anolis,carolinensis,crit,NA,NA,,,41.7,31,-90.1,,0,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,34.45812225,33.65039063,57.56844711,47.31400299,35.8071022,26.53972244,41.02761841,61.36672592,37.77550125,31.38748474,52.08159409,32.90846977,33.25138855,25.64331188
Rana,pipiens,crit,26,NA,,,35.2,45,-88.8,,2255.52,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,27.50648499,27.03253174,52.18388748,37.16744614,38.35396957,20.66262436,39.875,56.42247009,35.74329376,23.69018555,38.92127228,23.81937904,30.73893356,18.5587347
Anolis,tropidolepis,crit,23.5,8,,,33.1,10.25,-85.628,,1500,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,35.02843094,32.87762451,64.63285065,50.96077347,36.95170593,26.78325272,35.98687744,65.11140442,37.17285538,31.76270142,59.60267944,33.35153389,30.21118546,27.3959383
Coptotermes,formosanus,crit,25,90,field_fresh,,45.9,39.391166,-85.48,,200,Arthropoda,Insecta,Isoptera,Rhinotermitidae,Terrestrial,Hu_and_Appel_2004,Sunday_et_al_PRSB_2011,acclimation data added,30.23506165,29.51168823,49.89137268,40.80636215,31.47378159,22.12786102,38.69717407,56.23773956,35.82354736,27.00834808,43.79931736,27.66855392,29.99238586,21.33660641
